Email No.,the,to,for,a,you,hou,is,this,i,your,we,are,com,please,price,attached,th,forward,u,click,unsubscribe,pro,therefore,cc,prize,hi,deadline,ur,Spam
Email 4332,4,3,0,15,1,0,1,0,11,0,0,0,0,1,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0
Email 4333,2,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
Email 4334,0,3,3,42,1,1,1,0,26,0,0,0,0,1,0,1,2,1,6,0,0,0,0,1,0,1,0,0,0
Email 4335,1,4,0,56,0,0,5,0,27,0,1,0,1,0,0,0,2,0,5,0,0,0,0,1,0,1,0,0,0
Email 4336,0,1,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
Email 4337,40,27,5,242,9,3,37,12,216,2,5,5,4,1,0,0,80,1,66,0,2,3,0,0,0,30,0,6,0
Email 4338,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4339,2,3,4,35,3,0,4,0,35,3,1,0,2,0,0,0,9,0,13,0,0,0,0,0,0,3,0,3,1
Email 4340,47,32,17,280,5,2,35,10,353,1,9,15,6,1,10,0,84,0,93,0,0,13,0,1,0,19,0,22,1
Email 4341,3,11,7,50,0,3,6,0,45,0,0,0,6,0,0,0,9,1,32,0,0,0,0,4,0,1,0,4,0
Email 4342,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Email 4343,0,0,0,5,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 4344,31,24,7,230,4,6,25,8,215,3,6,13,24,2,5,0,53,0,80,0,0,5,0,0,0,13,0,21,1
Email 4345,7,6,4,63,1,0,8,3,64,0,5,2,5,0,0,2,20,0,26,0,0,4,0,0,0,4,0,1,0
Email 4346,0,0,0,7,0,0,3,0,5,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0
Email 4347,0,5,2,19,0,2,1,0,15,0,3,0,2,0,0,0,2,0,15,0,0,0,0,1,0,0,0,2,0
Email 4348,0,6,2,20,0,3,1,0,15,0,4,0,2,0,0,0,0,0,16,0,0,0,0,1,0,0,0,3,0
Email 4349,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4350,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Email 4351,4,2,0,10,0,0,1,0,9,0,1,2,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0
Email 4352,21,12,7,133,3,11,2,0,78,1,16,6,0,0,0,0,51,2,37,0,0,0,0,3,0,7,0,3,0
Email 4353,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
Email 4354,5,1,4,33,0,3,1,0,25,0,2,2,0,0,0,0,10,1,13,0,0,0,0,1,0,2,0,0,0
Email 4355,4,2,2,22,3,0,1,0,22,3,1,1,1,0,0,0,6,0,11,0,0,0,0,1,0,1,0,3,1
Email 4356,26,31,12,222,1,0,25,8,211,0,5,1,13,2,1,0,46,0,69,0,0,7,0,1,0,15,0,8,1
Email 4357,3,0,3,21,1,0,1,0,15,0,1,1,0,2,0,0,5,0,11,0,0,0,0,1,0,0,0,1,0
Email 4358,0,0,2,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Email 4359,4,4,2,41,10,0,5,3,42,0,3,2,3,0,0,0,16,0,27,0,0,0,0,0,0,7,0,1,1
Email 4360,25,6,6,97,2,2,6,2,61,0,0,6,3,1,3,0,36,0,32,0,0,2,0,2,0,5,0,1,0
Email 4361,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4362,3,0,2,23,1,1,2,0,10,0,1,0,1,1,0,3,4,0,13,0,0,0,0,1,0,0,0,2,0
Email 4363,3,2,2,33,1,0,3,0,20,0,1,1,0,0,0,0,6,0,10,0,0,1,0,0,0,2,0,0,1
Email 4364,0,3,2,15,0,0,1,0,15,0,1,0,2,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0
Email 4365,9,5,2,64,0,4,10,4,53,0,4,2,3,0,0,0,18,0,23,0,0,4,0,0,0,5,0,6,0
Email 4366,31,25,5,194,6,2,30,11,247,0,9,6,11,1,1,0,55,0,79,0,0,9,0,0,0,15,0,15,1
Email 4367,17,9,2,102,1,8,23,6,84,1,7,5,4,0,0,0,29,0,34,0,0,4,0,1,0,7,0,10,0
Email 4368,18,11,5,126,1,14,26,6,94,1,10,6,4,0,0,0,31,1,42,0,0,5,0,2,0,7,0,10,0
Email 4369,11,6,2,92,0,9,6,1,66,0,6,1,1,1,1,1,16,0,46,0,0,4,0,1,0,3,0,6,0
Email 4370,1,7,2,58,1,1,8,3,41,1,0,0,3,0,0,0,5,0,5,0,0,1,0,0,0,4,0,1,1
Email 4371,0,1,0,14,0,1,1,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Email 4372,7,7,4,42,1,2,1,1,41,0,5,2,2,0,0,0,13,1,20,0,0,2,0,1,0,1,0,1,0
Email 4373,1,1,0,24,3,0,6,0,27,1,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,3,1
Email 4374,10,6,2,34,3,2,6,2,40,1,2,2,1,3,0,1,20,0,18,0,0,1,0,0,0,5,0,4,0
Email 4375,9,7,6,49,5,2,4,0,32,1,4,2,0,2,0,0,15,0,20,0,0,0,0,0,0,1,0,3,0
Email 4376,2,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
Email 4377,80,65,28,486,8,5,60,21,537,4,5,13,35,2,2,0,144,5,158,0,0,18,0,7,0,36,0,33,1
Email 4378,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4379,1,1,0,26,1,0,2,0,13,0,1,3,0,0,0,0,4,0,8,0,0,1,0,0,0,0,0,2,0
Email 4380,49,51,25,407,4,1,36,15,424,3,14,21,16,2,7,0,104,7,129,0,0,19,0,2,0,28,0,27,1
Email 4381,6,2,1,31,0,0,4,0,31,0,1,2,1,0,0,0,8,0,12,0,0,0,0,0,0,0,0,1,0
Email 4382,1,2,4,39,0,1,1,0,27,0,1,1,1,0,0,0,5,0,8,0,0,2,0,1,0,1,0,2,1
Email 4383,4,1,0,27,0,0,2,0,22,0,0,0,1,0,1,0,4,0,8,0,0,0,0,0,0,0,0,1,0
Email 4384,6,2,1,16,7,0,1,0,13,4,1,0,0,0,0,0,7,0,12,0,0,1,0,0,0,1,0,6,1
Email 4385,4,0,0,16,1,0,2,0,17,0,0,0,0,0,0,0,9,0,9,0,0,1,0,0,0,0,0,1,1
Email 4386,5,2,4,125,1,24,13,1,51,0,0,0,3,2,0,1,15,2,45,0,0,0,0,4,0,3,0,0,0
Email 4387,5,7,4,76,3,0,7,2,70,2,2,3,1,0,0,0,10,0,34,0,0,0,0,0,0,3,0,8,0
Email 4388,0,1,0,17,0,1,1,0,16,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0
Email 4389,10,11,10,106,7,1,13,6,126,4,1,1,16,2,2,0,21,0,45,1,1,8,0,0,0,7,0,7,1
Email 4390,2,4,4,20,1,1,3,0,11,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0
Email 4391,27,8,7,125,2,3,8,2,82,0,1,9,3,1,5,0,40,0,37,0,0,2,0,3,0,6,0,2,0
Email 4392,14,22,5,157,4,0,14,3,167,0,6,2,3,0,1,0,25,0,59,0,0,7,0,3,0,7,0,5,1
Email 4393,27,9,6,122,3,4,7,2,79,0,4,7,3,1,3,0,40,0,42,0,0,3,0,2,0,5,0,3,0
Email 4394,1,1,2,32,4,0,1,0,20,1,2,1,0,0,0,0,2,0,10,1,0,0,0,0,0,1,0,1,1
Email 4395,27,9,7,139,4,4,7,2,88,0,4,9,3,1,4,0,41,0,47,0,0,3,0,3,0,7,0,5,0
Email 4396,5,2,1,27,1,3,2,0,16,0,0,0,0,0,0,0,6,1,12,0,0,0,0,1,0,0,0,2,0
Email 4397,32,11,9,156,4,5,12,3,108,0,5,10,3,1,4,0,51,0,56,0,0,5,0,4,0,8,0,6,0
Email 4398,3,6,0,45,2,0,4,1,40,1,3,2,1,1,0,1,8,0,13,0,0,1,0,0,0,1,0,3,0
Email 4399,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4400,20,11,7,161,2,12,13,1,110,0,13,6,1,1,1,1,31,0,76,0,0,5,1,3,0,3,0,15,0
Email 4401,0,2,0,6,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4402,24,15,9,210,2,18,19,2,138,0,20,8,1,1,1,1,40,0,98,0,0,5,1,5,0,4,0,18,0
Email 4403,32,33,13,242,17,3,41,18,242,7,5,5,2,6,0,0,84,0,104,0,0,7,0,4,0,24,0,30,1
Email 4404,22,14,7,188,2,14,16,2,129,0,17,7,1,1,1,1,37,0,88,0,0,5,1,4,0,4,0,17,0
Email 4405,5,5,0,33,3,0,3,1,23,1,1,1,1,0,0,0,11,0,10,0,0,1,0,0,0,1,0,2,1
Email 4406,6,5,12,75,7,1,4,1,59,0,2,2,4,2,1,1,17,2,33,0,0,5,0,1,0,6,0,1,0
Email 4407,9,2,2,20,0,0,0,0,8,0,3,0,0,0,0,0,16,0,3,0,0,0,0,0,0,1,0,0,0
Email 4408,2,1,1,20,0,0,4,1,11,0,1,0,0,0,0,0,6,0,3,0,0,1,0,0,0,1,0,0,0
Email 4409,7,14,11,80,4,1,9,1,52,0,5,4,0,0,0,0,16,0,27,0,0,0,0,1,0,1,0,1,0
Email 4410,4,0,5,28,0,0,0,0,12,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,3,0
Email 4411,0,0,0,10,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Email 4412,87,85,45,527,17,4,70,22,631,3,18,19,27,1,6,0,166,4,172,0,0,17,0,11,0,45,0,33,1
Email 4413,1,0,0,27,1,0,0,0,20,0,7,0,0,0,0,3,2,0,6,0,0,0,0,0,0,2,0,0,0
Email 4414,1,2,2,31,4,0,1,1,18,1,4,1,3,1,0,0,3,0,10,1,0,2,0,0,0,2,0,2,1
Email 4415,15,12,4,161,3,1,24,3,93,0,11,7,0,0,0,0,35,0,32,0,0,0,0,3,0,7,0,1,0
Email 4416,9,5,2,85,1,1,10,0,48,0,4,5,0,0,0,0,22,0,14,0,0,0,0,1,0,3,0,0,0
Email 4417,6,24,3,455,2,2,42,1,366,1,9,5,7,0,1,0,23,0,174,0,0,2,0,5,0,11,0,24,1
Email 4418,3,4,1,23,1,0,0,0,10,0,0,0,1,1,0,0,5,0,7,0,0,0,0,2,0,0,0,1,0
Email 4419,39,28,11,330,6,1,27,7,363,0,7,5,25,2,1,0,73,3,115,0,0,12,0,0,0,13,0,16,1
Email 4420,0,3,0,19,0,0,1,0,14,0,0,1,0,0,1,0,1,0,10,0,0,1,0,0,0,2,0,0,1
Email 4421,1,3,2,26,4,1,6,2,24,1,2,0,1,0,0,0,4,0,11,0,0,2,0,0,0,2,0,3,1
Email 4422,3,0,2,14,4,0,0,0,18,1,2,1,1,0,0,0,6,0,9,0,0,0,0,0,0,0,0,1,1
Email 4423,1,4,1,16,0,0,0,0,16,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0
Email 4424,2,2,0,23,0,2,1,0,21,0,1,1,0,0,0,0,5,0,11,0,0,1,0,0,0,1,0,2,1
Email 4425,33,12,9,170,5,5,13,3,117,0,5,12,3,1,4,0,55,0,59,0,0,5,0,5,0,9,0,7,0
Email 4426,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4427,0,3,2,16,0,0,1,0,15,0,1,0,2,0,0,0,2,0,13,0,0,0,0,1,0,0,0,0,0
Email 4428,3,0,0,20,5,0,0,0,18,1,3,0,0,0,0,0,7,0,11,0,0,1,0,0,0,0,0,2,1
Email 4429,36,16,10,208,6,8,14,4,141,0,6,17,3,1,6,0,60,0,74,0,0,5,0,6,0,11,0,9,0
Email 4430,41,43,17,381,9,1,44,21,410,5,11,16,23,2,6,0,93,7,124,1,0,26,0,2,0,35,0,23,1
Email 4431,0,6,1,42,2,0,5,2,15,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,3,0,1,0
Email 4432,0,2,2,9,1,0,1,1,7,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,1,0,1,0
Email 4433,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4434,3,1,3,15,1,0,0,0,9,0,1,1,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0
Email 4435,8,7,6,34,1,2,7,3,52,0,0,0,0,0,0,0,14,1,15,0,0,1,1,1,0,4,0,2,0
Email 4436,3,4,6,50,1,2,6,1,27,0,2,1,0,3,1,0,10,1,18,0,0,1,0,1,0,1,0,2,0
Email 4437,2,1,0,42,2,0,5,3,49,0,3,0,4,0,0,0,12,0,16,0,0,1,0,0,0,4,0,2,1
Email 4438,0,4,1,11,0,0,0,0,2,0,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0
Email 4439,1,4,1,31,1,0,3,0,13,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,1,0,1,0
Email 4440,6,5,0,57,3,1,4,0,20,0,1,0,0,1,0,0,12,0,21,0,0,0,0,1,0,1,0,1,0
Email 4441,8,12,4,89,5,0,1,0,49,1,2,8,2,1,3,0,14,0,42,0,0,7,0,0,0,0,0,11,1
Email 4442,4,7,3,44,5,3,3,0,38,4,1,2,1,0,0,0,7,0,17,0,0,2,0,0,0,1,0,8,1
Email 4443,6,4,6,63,2,0,3,1,38,0,1,0,3,1,0,0,19,0,17,0,0,2,0,1,0,1,0,0,0
Email 4444,16,2,2,66,3,4,4,0,16,1,1,0,0,1,0,0,18,0,17,0,0,2,0,0,0,0,0,1,0
Email 4445,0,3,2,15,0,0,1,0,13,0,1,0,2,0,0,0,2,0,15,0,0,0,0,1,0,0,0,0,0
Email 4446,33,26,9,242,6,2,25,9,290,0,6,6,16,2,1,0,69,1,72,0,0,7,0,0,0,22,0,16,1
Email 4447,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4448,0,4,2,11,0,1,1,0,17,0,2,0,2,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0
Email 4449,25,17,11,233,2,22,21,2,147,0,21,9,1,1,1,1,43,1,106,0,0,5,1,6,0,4,0,19,0
Email 4450,0,0,0,5,0,0,1,1,5,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Email 4451,8,10,6,43,1,2,4,1,35,0,1,0,0,0,0,0,10,1,14,0,0,0,0,1,0,1,0,1,0
Email 4452,2,3,0,49,1,0,3,0,8,0,0,2,0,0,0,0,5,0,10,0,0,0,0,0,0,2,0,1,0
Email 4453,3,6,3,18,0,1,2,1,20,0,0,0,2,0,0,0,5,0,12,0,0,0,0,0,0,3,0,0,1
Email 4454,2,3,0,9,0,0,0,0,12,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
Email 4455,2,3,1,32,2,1,11,4,45,1,1,1,3,1,0,0,8,0,19,0,0,1,0,2,0,4,0,4,1
Email 4456,20,19,11,135,9,1,14,1,151,3,3,5,1,1,0,0,34,2,52,0,0,2,1,3,0,17,0,11,1
Email 4457,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4458,0,5,2,16,0,3,1,0,13,0,1,0,2,0,0,0,0,0,15,0,0,0,0,1,0,0,0,3,0
Email 4459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Email 4460,18,17,8,170,2,17,24,1,107,0,15,2,14,0,0,0,29,2,52,0,0,5,0,4,0,3,0,4,0
Email 4461,13,12,7,121,1,12,17,0,75,0,13,1,12,0,0,0,16,2,39,0,0,3,0,3,0,2,0,3,0
Email 4462,9,9,5,82,1,7,11,0,54,0,11,0,10,0,0,0,11,2,27,0,0,2,0,2,0,2,0,2,0
Email 4463,37,16,5,228,6,2,24,6,255,0,14,10,11,2,1,0,60,0,66,0,0,16,0,1,0,15,0,15,1
Email 4464,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
Email 4465,5,4,5,59,0,2,12,0,76,0,3,2,4,1,0,0,15,1,18,0,0,0,0,0,0,9,0,0,0
Email 4466,2,1,0,21,1,2,2,0,18,0,1,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0
Email 4467,5,5,2,31,7,0,3,1,36,4,1,0,2,0,0,0,13,0,24,0,0,4,0,0,0,3,0,7,1
Email 4468,2,4,0,21,1,0,1,0,14,0,1,1,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0
Email 4469,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Email 4470,2,5,1,22,7,1,2,0,26,3,2,0,2,0,0,0,8,0,24,0,0,0,0,0,0,0,0,9,1
Email 4471,2,10,1,48,0,6,1,0,35,0,1,0,3,1,0,0,2,1,15,0,0,0,0,1,0,0,0,1,0
Email 4472,37,27,11,221,1,1,20,2,274,0,6,12,9,1,3,0,58,1,69,0,0,12,0,5,0,34,0,12,1
Email 4473,5,5,3,38,2,0,6,1,44,0,2,0,2,0,0,0,9,0,20,0,0,0,0,0,0,2,0,2,1
Email 4474,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4475,4,2,1,34,5,0,1,0,38,2,2,0,0,0,0,0,6,0,10,0,0,0,0,0,0,2,0,3,1
Email 4476,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1
Email 4477,0,3,2,15,0,0,1,0,13,0,1,0,2,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0
Email 4478,5,3,0,34,3,1,1,0,25,2,2,2,0,0,1,0,7,0,12,0,0,2,0,0,0,0,0,4,1
Email 4479,0,0,1,1,2,0,0,0,4,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1
Email 4480,10,12,12,135,1,14,17,2,63,0,9,4,8,2,0,1,18,3,32,0,0,1,0,3,0,5,0,2,0
Email 4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Email 4482,11,16,11,118,7,2,13,6,114,4,2,1,16,3,2,0,22,0,51,1,1,2,0,0,0,7,0,8,1
Email 4483,0,2,1,30,0,1,5,1,25,0,0,0,2,0,0,0,2,0,8,0,0,1,0,0,0,1,0,1,1
Email 4484,3,2,0,13,1,0,2,0,8,0,4,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,1,0
Email 4485,1,3,3,42,2,1,6,3,33,2,0,0,2,1,0,0,6,0,9,0,0,1,0,1,0,4,0,2,1
Email 4486,0,2,1,35,0,1,5,1,23,0,0,0,2,0,0,0,2,0,7,0,0,1,0,0,0,1,0,1,1
Email 4487,1,5,0,33,2,1,6,2,27,0,0,0,1,1,0,0,4,0,12,0,0,2,0,0,0,2,0,1,1
Email 4488,3,4,1,36,1,0,2,1,21,0,0,0,2,2,0,0,8,0,12,0,0,0,0,0,0,1,0,1,0
Email 4489,15,13,5,138,18,1,14,1,115,4,7,5,2,0,0,0,29,0,67,1,0,4,0,0,0,15,0,7,1
Email 4490,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4491,11,13,11,142,1,13,16,2,69,0,9,3,9,2,0,1,20,2,31,0,0,1,0,3,0,5,0,2,0
Email 4492,7,3,3,43,3,0,2,2,47,0,1,2,0,2,0,0,13,0,14,0,0,1,0,0,0,2,0,1,0
Email 4493,3,8,3,76,4,2,16,7,80,4,0,1,12,1,0,0,12,0,27,0,0,1,0,0,0,11,0,7,1
Email 4494,2,0,1,9,1,0,0,0,6,0,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
Email 4495,0,0,2,7,0,0,1,1,6,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0
Email 4496,3,0,0,13,1,0,4,0,17,0,0,0,0,0,0,1,6,0,5,0,0,0,0,0,0,1,0,0,0
Email 4497,12,1,3,24,0,0,9,1,31,0,0,0,0,0,0,0,20,0,12,0,0,1,0,0,0,7,0,1,1
Email 4498,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4499,0,0,0,7,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 4500,8,2,2,32,5,0,3,0,22,3,3,0,1,0,0,0,15,0,15,5,0,0,0,2,0,1,0,3,0
Email 4501,4,2,4,30,0,4,3,1,17,0,0,0,1,1,4,0,6,0,9,0,0,0,0,1,0,4,0,0,0
Email 4502,4,0,1,21,0,1,1,0,9,0,0,1,0,1,2,0,6,0,4,0,0,1,0,0,0,0,0,1,0
Email 4503,9,0,0,22,1,0,2,1,19,1,0,2,1,1,2,0,11,0,7,0,0,0,0,0,0,2,0,1,0
Email 4504,3,5,3,29,0,1,3,1,14,0,0,3,0,0,0,0,7,0,8,0,0,0,0,0,0,1,0,0,0
Email 4505,21,15,5,153,7,1,17,5,139,1,1,6,1,1,0,0,30,0,42,1,0,5,0,0,0,14,0,3,1
Email 4506,7,8,1,39,0,0,4,2,41,0,0,0,0,1,0,0,12,0,17,0,0,0,0,1,0,2,0,2,0
Email 4507,8,3,3,26,0,0,6,1,18,0,0,1,1,0,0,0,11,0,6,0,0,0,0,0,0,1,0,1,0
Email 4508,3,2,2,20,0,0,0,0,6,0,2,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0
Email 4509,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4510,3,8,2,53,4,0,6,1,43,0,5,1,1,0,0,0,7,0,22,0,0,2,0,1,0,2,0,3,1
Email 4511,0,3,2,16,0,0,1,0,13,0,1,0,2,0,0,0,2,0,12,0,0,0,0,1,0,0,0,0,0
Email 4512,3,0,1,16,1,0,2,0,3,0,1,2,0,1,0,1,4,0,6,0,0,0,0,0,0,0,0,1,0
Email 4513,0,1,0,20,1,0,1,1,20,1,0,0,0,0,0,0,4,0,8,2,0,0,0,0,0,2,0,1,1
Email 4514,3,1,0,10,0,0,0,0,1,0,2,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,0,0
Email 4515,2,3,0,20,1,0,0,0,11,1,1,1,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,2,0
Email 4516,2,0,0,22,2,0,3,2,13,1,4,1,0,0,0,0,8,0,8,0,0,0,0,0,0,3,0,1,0
Email 4517,2,0,1,16,0,1,1,0,14,0,1,1,0,0,1,0,6,0,9,0,0,0,0,0,0,2,0,1,1
Email 4518,1,0,1,8,1,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1
Email 4519,3,3,0,31,1,0,1,0,23,0,1,3,0,0,0,0,5,0,12,1,0,0,0,0,0,0,0,2,0
Email 4520,6,3,0,34,0,2,0,0,27,0,0,1,1,0,0,0,13,0,11,0,0,0,0,0,0,0,0,1,1
Email 4521,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4522,7,3,3,19,0,1,2,1,13,0,0,0,0,1,0,0,13,0,10,0,0,6,0,0,0,1,0,0,0
Email 4523,5,10,6,71,1,4,4,2,45,0,0,2,1,2,4,0,12,2,23,0,0,0,0,2,0,8,0,1,0
Email 4524,3,6,2,41,8,0,3,0,28,5,1,1,4,0,0,0,9,0,35,0,0,1,0,0,0,2,0,13,1
Email 4525,7,12,11,98,3,12,8,3,77,2,0,2,1,2,8,0,17,2,42,0,0,1,0,4,0,18,0,2,0
Email 4526,5,13,7,108,3,4,8,2,72,1,2,5,1,3,5,0,16,2,33,0,0,0,0,2,0,12,0,2,0
Email 4527,5,1,4,13,1,3,0,0,14,0,2,0,0,0,3,0,9,1,10,0,0,0,0,1,0,1,0,0,0
Email 4528,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,2,0
Email 4529,7,5,2,32,9,3,1,0,31,1,1,1,2,0,0,0,14,0,17,0,0,0,0,0,0,4,0,1,0
Email 4530,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4531,3,1,3,12,1,0,2,0,13,0,0,1,1,2,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0
Email 4532,6,5,2,40,5,0,7,0,48,2,3,1,3,0,1,0,7,0,27,0,0,1,0,1,0,4,0,10,1
Email 4533,2,0,2,3,0,0,0,0,3,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
Email 4534,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4535,6,9,1,101,2,37,11,0,78,0,2,0,0,1,0,0,11,1,62,0,0,1,0,2,0,0,0,1,0
Email 4536,26,15,11,183,2,19,30,6,138,1,15,10,4,0,0,0,41,2,61,0,0,8,0,3,0,9,0,10,0
Email 4537,40,33,9,241,7,2,23,6,319,0,5,6,25,1,2,0,64,0,90,0,0,15,1,1,0,13,0,9,1
Email 4538,20,7,9,94,1,3,6,1,64,0,9,4,1,0,0,0,28,0,28,0,0,1,0,0,0,1,0,4,0
Email 4539,30,62,14,847,13,9,74,16,480,6,17,7,16,9,0,0,74,3,189,0,2,4,0,7,0,41,0,32,0
Email 4540,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4541,1,0,0,8,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
Email 4542,11,9,1,47,1,1,4,2,40,0,4,3,0,0,0,0,14,0,23,0,0,1,0,0,0,2,0,3,0
Email 4543,13,17,4,94,3,2,10,3,80,0,5,2,0,0,0,0,29,0,44,0,0,1,0,0,0,10,0,5,0
Email 4544,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4545,15,11,14,146,2,1,8,3,64,0,4,1,0,3,0,0,44,0,35,0,0,15,0,4,0,3,0,4,0
Email 4546,3,0,2,16,2,0,1,1,12,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0
Email 4547,11,39,3,432,0,1,29,0,346,0,6,1,7,0,0,0,39,0,158,0,0,8,0,8,0,14,0,13,1
Email 4548,18,7,4,94,6,1,4,0,80,0,9,1,0,0,0,0,32,0,21,0,0,0,0,1,0,6,0,1,1
