,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
40803,48,5,54190,Prof-school,15,2,10,0,4,1,15024,0,40,39,1
40804,53,5,134793,Some-college,10,2,4,0,4,1,15024,0,50,39,1
40805,18,4,396270,HS-grad,9,4,1,3,4,1,0,0,25,39,0
40806,30,4,231620,Bachelors,13,4,12,1,4,0,0,0,40,26,0
40807,50,4,174655,Some-college,10,2,12,0,4,1,0,0,45,39,1
40808,63,0,97823,11th,7,2,0,0,4,1,0,0,40,39,0
40809,38,6,344480,HS-grad,9,2,3,0,4,1,4064,0,40,39,0
40810,48,4,176732,9th,5,0,12,1,4,0,0,0,40,39,0
40811,60,4,143932,HS-grad,9,2,3,0,4,1,0,0,40,39,0
40812,46,4,551962,HS-grad,9,5,6,4,4,0,0,0,50,29,0
40813,30,0,298577,HS-grad,9,4,0,3,4,1,0,0,30,39,0
40814,39,4,257942,Bachelors,13,2,12,0,4,1,0,0,60,39,1
40815,55,2,253062,Some-college,10,2,10,0,4,1,0,0,40,39,1
40816,17,4,193748,11th,7,4,12,3,4,1,0,0,15,39,0
40817,46,4,368561,Bachelors,13,2,12,0,4,1,0,0,55,39,1
40818,50,4,192964,HS-grad,9,0,12,4,4,0,0,0,65,39,0
40819,32,4,217304,Bachelors,13,4,11,1,2,1,0,0,30,39,0
40820,18,4,120029,HS-grad,9,4,8,3,4,0,0,0,40,39,0
40821,34,4,62124,HS-grad,9,5,8,1,2,1,0,0,40,39,0
40822,50,4,94885,Bachelors,13,0,10,1,4,1,0,0,45,39,1
40823,32,4,192565,11th,7,2,4,0,4,1,0,0,55,39,0
40824,23,2,220912,Bachelors,13,4,10,1,2,0,0,0,40,39,0
40825,26,4,184120,Bachelors,13,4,10,1,4,1,0,0,50,39,0
40826,46,4,140782,Assoc-acdm,12,0,10,1,4,0,0,0,50,39,0
40827,43,5,170785,Some-college,10,2,12,0,4,1,0,0,55,39,0
40828,32,4,90705,HS-grad,9,2,14,0,4,1,0,0,60,39,1
40829,37,7,108293,Assoc-acdm,12,0,10,4,4,0,0,0,38,39,0
40830,48,4,168283,Some-college,10,2,14,0,4,1,0,0,45,39,1
40831,28,4,339372,Bachelors,13,4,1,1,4,1,0,1408,40,39,0
40832,43,4,193672,HS-grad,9,2,7,0,4,1,0,0,40,39,0
40833,51,2,143865,10th,6,6,8,1,4,0,0,0,24,39,0
40834,30,4,209317,HS-grad,9,4,7,1,4,1,0,0,50,6,0
40835,34,7,204461,Masters,14,2,10,0,4,1,0,0,50,39,1
40836,34,4,137088,HS-grad,9,2,3,2,0,1,0,0,40,39,0
40837,41,4,149102,Bachelors,13,2,4,0,4,1,0,0,60,39,1
40838,53,4,182855,10th,6,0,1,4,4,0,0,0,48,39,0
40839,42,4,572751,Preschool,1,2,3,0,4,1,0,0,40,27,0
40840,18,4,83451,HS-grad,9,4,8,3,4,0,0,0,30,39,0
40841,81,4,98116,Bachelors,13,6,12,1,4,1,0,0,50,39,1
40842,40,4,119225,Assoc-voc,11,2,10,0,4,1,0,0,40,39,0
40843,26,4,134888,Bachelors,13,4,13,3,4,0,0,0,35,39,0
40844,20,4,745817,Some-college,10,4,13,3,4,0,0,0,15,39,0
40845,41,4,88368,HS-grad,9,4,12,1,4,0,0,0,50,39,0
40846,49,7,122066,Masters,14,2,10,0,4,1,0,0,45,39,1
40847,22,4,363219,Some-college,10,4,8,1,4,0,0,0,20,39,0
40848,46,4,84402,Bachelors,13,0,10,1,4,1,0,0,45,39,1
40849,56,4,34626,Some-college,10,0,4,1,4,0,0,1980,40,39,0
40850,35,4,150042,HS-grad,9,2,4,5,4,0,0,0,40,39,1
40851,34,4,48014,Bachelors,13,5,4,1,4,0,0,0,35,39,0
40852,29,2,177398,Masters,14,2,10,5,4,0,0,0,40,39,1
40853,28,4,373698,12th,8,2,10,0,4,1,0,0,45,0,0
40854,35,4,422933,Bachelors,13,4,8,1,4,1,0,0,37,39,0
40855,29,4,131088,Some-college,10,2,4,0,4,1,0,0,40,39,0
40856,21,4,178255,Some-college,10,4,1,1,4,0,0,0,30,4,0
40857,52,6,129311,Some-college,10,2,4,0,4,1,0,0,95,39,1
40858,45,4,473171,HS-grad,9,2,3,0,4,1,0,0,40,39,0
40859,43,4,236985,HS-grad,9,2,3,0,2,1,0,0,40,39,0
40860,35,0,226379,HS-grad,9,2,0,2,4,0,0,0,25,39,0
40861,21,0,277700,Some-college,10,4,0,3,4,1,0,0,20,39,0
40862,35,4,207568,10th,6,4,8,3,4,1,0,0,40,39,0
40863,30,4,85708,HS-grad,9,2,1,0,4,1,0,0,40,39,0
40864,45,4,98765,HS-grad,9,4,7,4,4,0,0,0,40,2,0
40865,29,4,192283,Some-college,10,4,8,2,4,0,0,0,20,39,0
40866,29,7,271012,10th,6,4,8,3,2,0,0,0,40,39,0
40867,33,4,189265,Bachelors,13,4,4,1,4,0,0,0,40,39,0
40868,17,4,321880,10th,6,4,8,3,2,1,0,0,15,39,0
40869,52,4,177465,HS-grad,9,0,12,4,4,0,0,0,25,39,0
40870,24,4,127647,Some-college,10,5,1,4,4,0,0,0,35,39,0
40871,32,7,119033,HS-grad,9,2,14,0,4,1,0,0,40,39,1
40872,40,4,289748,Bachelors,13,4,4,1,4,0,4650,0,48,39,0
40873,32,4,209317,HS-grad,9,5,4,1,4,1,0,0,40,0,0
40874,33,4,284531,Bachelors,13,4,12,1,4,0,0,0,40,39,0
40875,30,4,251120,7th-8th,4,4,3,1,4,1,0,0,38,39,0
40876,28,4,113870,HS-grad,9,4,1,1,4,1,0,0,40,39,0
40877,62,8,170114,Assoc-acdm,12,2,5,0,4,1,0,0,50,39,0
40878,46,2,121124,Bachelors,13,2,11,0,4,1,15024,0,40,39,1
40879,32,4,328199,Assoc-voc,11,4,13,1,4,0,0,0,64,39,0
40880,26,4,206307,HS-grad,9,2,3,0,4,1,0,0,40,39,1
40881,41,5,236021,Bachelors,13,2,10,0,4,1,15024,0,40,39,1
40882,57,1,170603,Some-college,10,2,1,0,4,1,0,0,40,39,1
40883,52,4,74275,Some-college,10,2,12,0,4,1,7298,0,45,39,1
40884,35,6,112271,Bachelors,13,2,4,0,4,1,0,0,50,39,1
40885,19,4,118306,HS-grad,9,4,6,3,4,1,0,0,16,39,0
40886,49,4,126754,Bachelors,13,4,4,1,4,1,0,0,45,39,1
40887,47,4,267205,Assoc-voc,11,2,3,0,4,1,0,0,60,0,1
40888,38,4,205359,11th,7,2,1,5,4,0,0,0,32,39,0
40889,30,4,398662,HS-grad,9,4,7,3,4,1,0,0,40,39,0
40890,32,4,202498,11th,7,2,6,0,4,1,0,0,40,4,0
40891,32,4,105650,HS-grad,9,2,4,5,4,0,0,0,50,39,1
40892,46,4,191204,Assoc-voc,11,4,4,3,4,0,0,0,40,39,0
40893,22,4,56582,HS-grad,9,4,5,1,4,1,0,0,50,39,0
40894,47,2,51579,Some-college,10,2,11,0,4,1,0,0,50,39,0
40895,57,6,152030,Some-college,10,2,12,5,4,0,0,0,25,39,1
40896,47,4,227310,Some-college,10,0,1,4,2,0,0,0,40,39,0
40897,41,4,55854,Bachelors,13,2,10,0,4,1,0,0,56,39,1
40898,36,2,28996,HS-grad,9,2,14,0,4,1,0,0,40,39,0
40899,32,4,160634,Bachelors,13,2,5,0,4,1,0,0,60,39,0
40900,37,4,222450,11th,7,3,8,2,4,1,0,0,40,8,0
40901,36,5,180419,HS-grad,9,2,5,0,4,1,0,0,45,39,0
40902,64,4,116084,HS-grad,9,2,3,0,4,1,2635,0,40,39,0
40903,17,4,202521,10th,6,4,8,3,4,1,0,0,15,39,0
40904,23,4,186014,Some-college,10,4,1,3,4,0,0,0,15,39,0
40905,40,4,88368,Some-college,10,0,1,4,4,0,914,0,40,39,0
40906,42,7,190044,Bachelors,13,2,4,0,4,1,15024,0,50,39,1
40907,37,6,35330,HS-grad,9,2,8,0,4,1,0,0,42,39,0
40908,35,1,84848,Some-college,10,4,6,4,4,0,0,0,40,39,0
40909,56,6,176280,HS-grad,9,0,8,1,4,1,0,0,50,39,0
40910,52,4,145271,Bachelors,13,2,3,0,1,1,0,0,40,39,0
40911,37,2,108320,Bachelors,13,2,13,0,4,1,0,0,45,39,1
40912,48,7,106377,Doctorate,16,2,10,0,4,1,0,0,65,39,1
40913,24,4,258730,HS-grad,9,0,8,3,4,0,0,0,40,24,0
40914,33,4,58305,Assoc-voc,11,2,3,0,4,1,0,0,40,39,0
40915,39,4,341672,Assoc-voc,11,2,13,0,1,1,0,0,40,30,0
40916,34,4,176648,HS-grad,9,0,1,1,2,1,0,0,42,39,0
40917,24,0,32616,Bachelors,13,0,0,1,4,0,0,0,40,39,0
40918,23,4,481175,Some-college,10,4,4,3,3,1,0,0,24,29,0
40919,49,4,187454,HS-grad,9,2,12,0,4,1,99999,0,65,39,1
40920,18,4,25837,HS-grad,9,4,8,1,4,1,0,0,25,39,0
40921,20,4,385077,12th,8,4,7,3,4,1,0,0,40,39,0
40922,54,4,68985,Masters,14,2,12,0,4,1,0,0,55,39,1
40923,19,4,181572,Some-college,10,4,1,3,4,1,0,0,40,39,0
40924,53,4,23698,HS-grad,9,2,3,0,4,1,0,0,46,39,1
40925,34,0,268127,12th,8,5,0,4,2,0,0,0,40,39,0
40926,28,4,162298,HS-grad,9,4,3,3,4,1,0,0,40,39,0
40927,35,4,144608,HS-grad,9,2,7,0,4,1,0,0,40,39,0
40928,20,4,250630,Some-college,10,4,12,1,4,0,0,0,20,39,0
40929,31,4,150441,Some-college,10,0,1,1,4,0,0,0,50,39,0
40930,37,4,189251,Doctorate,16,5,10,4,4,0,0,0,40,39,0
40931,64,4,260082,12th,8,2,3,0,4,1,0,0,40,4,0
40932,42,4,139126,Some-college,10,2,13,0,4,1,0,0,40,39,1
40933,27,4,50132,Some-college,10,0,12,1,4,1,0,0,50,39,0
40934,36,6,167691,Some-college,10,4,8,4,4,0,0,0,50,39,0
40935,36,4,77820,Some-college,10,2,3,0,4,1,0,0,40,39,1
40936,23,4,156513,HS-grad,9,4,6,3,2,1,0,0,40,39,0
40937,46,4,248059,HS-grad,9,2,3,0,4,1,3464,0,40,39,0
40938,24,4,283092,11th,7,4,3,1,2,1,0,0,35,23,0
40939,22,4,175883,HS-grad,9,4,1,3,4,0,0,0,40,39,0
40940,62,4,232308,Bachelors,13,2,4,0,4,1,0,0,40,39,1
40941,19,4,269991,HS-grad,9,4,8,3,4,1,0,0,40,33,0
40942,20,4,305446,HS-grad,9,4,8,3,4,1,0,0,30,39,0
40943,47,4,120781,Masters,14,2,4,0,1,1,15024,0,40,0,1
40944,57,4,78707,HS-grad,9,4,1,3,4,0,0,0,40,39,0
40945,19,4,351802,HS-grad,9,4,7,3,4,1,0,0,35,39,0
40946,37,2,196529,Masters,14,2,10,5,4,0,0,0,45,39,1
40947,35,5,175769,HS-grad,9,2,12,0,4,1,0,0,65,39,1
40948,17,4,153021,12th,8,4,12,3,4,0,0,0,20,39,0
40949,36,2,331902,Some-college,10,0,1,4,4,0,0,0,35,39,0
40950,50,4,279461,Some-college,10,2,14,0,4,1,0,0,40,39,1
40951,35,4,145704,HS-grad,9,2,10,5,4,0,3942,0,35,39,0
40952,27,7,205499,Doctorate,16,4,10,1,4,1,0,0,77,39,0
40953,28,4,293926,HS-grad,9,2,3,0,4,1,0,1740,30,39,0
40954,29,6,69132,Prof-school,15,0,10,1,4,1,99999,0,60,39,1
40955,25,4,113099,HS-grad,9,5,3,1,2,1,0,0,40,39,0
40956,47,5,206947,Assoc-acdm,12,6,4,1,4,0,0,0,67,39,0
40957,29,7,159782,Masters,14,2,10,5,4,0,0,0,45,39,1
40958,19,4,410543,HS-grad,9,4,1,1,4,0,0,0,40,39,0
40959,49,4,34446,Some-college,10,2,14,0,4,1,0,0,40,39,0
40960,31,4,209101,Prof-school,15,2,10,0,4,1,0,0,25,39,1
40961,43,1,95902,Assoc-acdm,12,2,10,5,2,0,0,0,40,39,0
40962,56,6,214323,11th,7,2,3,0,4,1,0,0,40,39,0
40963,42,4,236323,HS-grad,9,0,3,4,4,0,0,0,40,39,0
40964,45,1,201127,Some-college,10,2,10,0,4,1,0,0,56,39,1
40965,40,4,142886,Bachelors,13,6,4,4,4,0,0,0,40,39,0
40966,44,4,77313,Some-college,10,0,1,4,4,0,0,0,38,39,0
40967,17,0,212125,10th,6,4,0,3,4,0,0,0,20,39,0
40968,36,4,187098,HS-grad,9,0,1,4,4,0,0,0,40,39,0
40969,19,4,196857,Some-college,10,4,12,3,4,0,0,0,20,39,0
40970,53,2,155314,HS-grad,9,2,1,5,4,0,0,0,40,39,1
40971,72,6,203289,Some-college,10,2,3,0,4,1,0,0,35,39,0
40972,46,4,117059,Assoc-voc,11,2,14,0,0,1,0,0,60,39,0
40973,33,4,178587,Some-college,10,5,10,4,4,0,0,0,37,39,0
40974,22,4,82393,9th,5,4,6,3,1,1,0,0,40,30,0
40975,17,0,145258,11th,7,4,0,2,4,0,0,0,25,39,0
40976,41,4,185145,HS-grad,9,2,13,0,4,1,0,0,45,0,1
40977,46,4,72896,9th,5,2,7,0,4,1,0,0,43,39,0
40978,33,4,134886,HS-grad,9,4,12,3,4,0,0,0,20,39,0
40979,32,4,223212,Preschool,1,2,7,0,4,1,0,0,40,26,0
40980,52,6,174752,HS-grad,9,0,3,1,4,1,0,0,40,39,0
40981,27,4,230563,HS-grad,9,4,1,3,4,0,0,0,40,39,0
40982,48,7,353824,HS-grad,9,2,11,0,4,1,0,0,72,39,1
40983,22,4,117363,Some-college,10,4,1,1,4,0,0,0,35,39,0
40984,25,4,285367,HS-grad,9,0,8,1,4,1,0,0,50,39,0
40985,60,0,139391,HS-grad,9,2,0,0,4,1,0,0,42,39,0
40986,38,4,198170,Assoc-voc,11,2,12,0,4,1,0,0,40,39,0
40987,37,4,38948,HS-grad,9,2,14,0,4,1,0,0,50,39,0
40988,49,4,188515,Some-college,10,0,1,4,4,0,0,0,40,39,0
40989,40,6,177810,Bachelors,13,2,3,0,4,1,0,0,30,39,0
40990,48,4,188432,HS-grad,9,2,7,0,4,1,3103,0,46,39,1
40991,31,4,178506,Some-college,10,4,1,4,2,0,0,0,40,39,0
40992,40,6,129298,HS-grad,9,2,8,0,4,1,0,0,45,39,0
40993,25,4,165315,HS-grad,9,0,12,4,4,0,0,0,37,39,0
40994,68,4,117236,Bachelors,13,2,4,0,4,1,20051,0,45,39,1
40995,18,0,172214,HS-grad,9,4,0,3,2,0,0,0,20,39,0
40996,19,4,63434,12th,8,4,5,3,4,0,0,0,30,39,0
40997,35,5,140854,HS-grad,9,4,14,1,4,1,0,0,60,39,0
40998,28,4,133043,HS-grad,9,0,1,4,4,0,0,0,50,39,0
40999,53,4,113176,HS-grad,9,0,12,1,4,0,2597,0,40,39,0
41000,33,4,259301,Some-college,10,2,14,0,4,1,0,0,41,39,0
41001,20,4,196643,HS-grad,9,4,6,3,4,1,0,0,40,39,0
41002,45,6,364365,Bachelors,13,4,12,1,4,0,0,0,35,39,0
41003,36,4,269318,Bachelors,13,2,4,0,4,1,0,0,50,39,1
41004,34,4,108454,Some-college,10,2,4,0,4,1,0,0,45,39,0
41005,32,4,171637,Some-college,10,4,1,3,4,0,0,0,40,39,0
41006,19,4,183589,Some-college,10,4,14,3,4,1,0,0,25,39,0
41007,24,4,107801,HS-grad,9,4,1,3,4,0,0,0,40,39,0
41008,34,4,179877,Some-college,10,2,7,0,4,1,0,0,40,39,1
41009,32,4,168981,HS-grad,9,4,1,2,4,0,0,0,35,39,0
41010,37,4,120590,HS-grad,9,2,3,0,4,1,0,0,45,39,1
41011,31,4,310773,Some-college,10,5,12,4,4,0,0,0,40,26,0
41012,21,4,197050,Some-college,10,4,8,3,4,0,0,0,35,39,0
41013,47,4,159726,HS-grad,9,2,14,0,4,1,0,0,85,39,1
41014,23,4,210797,Some-college,10,2,3,0,4,1,0,0,40,39,0
41015,33,4,55291,Masters,14,2,4,0,4,1,0,0,40,39,1
41016,60,0,141221,Bachelors,13,2,0,0,1,1,0,2163,25,35,0
41017,17,4,276718,HS-grad,9,4,1,3,4,1,0,0,20,39,0
41018,67,4,336163,HS-grad,9,2,6,0,4,1,0,0,24,39,0
41019,57,4,112840,Masters,14,2,10,0,4,1,0,0,55,39,1
41020,17,4,165918,11th,7,4,6,3,4,1,0,0,20,29,0
41021,53,4,165745,HS-grad,9,2,3,0,4,1,0,0,40,39,0
41022,25,6,259299,Some-college,10,2,3,0,4,1,3103,0,50,39,1
41023,24,7,197731,HS-grad,9,2,14,0,4,1,0,0,49,39,1
41024,48,6,197702,Some-college,10,2,14,0,4,1,0,0,40,39,0
41025,51,4,162238,Masters,14,2,4,0,4,1,0,1887,47,39,1
41026,38,4,213260,HS-grad,9,5,11,1,2,1,0,0,40,39,0
41027,51,4,53833,HS-grad,9,2,10,0,4,1,0,0,46,39,1
41028,18,4,89419,HS-grad,9,4,13,3,4,0,0,0,10,39,0
41029,23,4,119704,Some-college,10,5,12,4,4,0,0,0,40,39,0
41030,42,4,433170,Some-college,10,2,3,0,4,1,0,0,60,39,1
41031,34,4,182714,HS-grad,9,5,8,1,4,0,0,0,35,0,0
41032,39,4,172538,HS-grad,9,4,7,4,4,1,0,0,40,39,0
41033,20,0,220115,HS-grad,9,4,0,3,4,1,0,0,12,39,0
41034,39,4,158956,Some-college,10,4,8,4,2,0,0,0,40,39,0
41035,21,6,25631,Some-college,10,4,5,3,4,1,0,0,40,39,0
41036,26,4,476558,7th-8th,4,4,3,1,4,1,0,0,40,26,0
41037,54,1,35576,Some-college,10,2,3,0,4,1,0,0,40,39,0
41038,34,4,203463,Some-college,10,0,12,1,4,0,0,0,40,39,0
41039,32,7,317647,HS-grad,9,4,14,3,4,1,0,0,40,39,0
41040,59,6,170411,7th-8th,4,2,14,0,4,1,0,0,40,39,0
41041,24,0,174182,11th,7,2,0,5,3,0,0,0,24,39,0
41042,54,4,220055,Bachelors,13,6,12,4,4,0,0,0,40,39,0
41043,54,4,231482,Bachelors,13,2,4,0,4,1,0,0,40,39,0
41044,67,4,335979,HS-grad,9,6,12,1,4,0,991,0,18,39,0
41045,33,4,279173,HS-grad,9,2,10,0,4,1,0,0,60,39,0
41046,37,4,89559,HS-grad,9,2,1,5,4,0,0,0,40,39,0
41047,47,4,161950,Bachelors,13,0,8,1,4,0,0,0,25,11,0
41048,51,4,131068,HS-grad,9,0,8,1,4,0,0,0,40,39,0
41049,45,4,219632,HS-grad,9,2,14,0,4,1,0,0,40,39,0
41050,19,4,175507,HS-grad,9,4,8,1,4,0,0,0,30,39,0
41051,58,5,182062,Doctorate,16,2,10,0,4,1,0,0,24,39,1
41052,27,4,287476,HS-grad,9,4,3,1,2,1,3325,0,40,39,0
41053,36,4,206253,Some-college,10,4,8,1,4,0,0,1617,40,39,0
41054,20,0,189203,Assoc-acdm,12,4,0,1,4,1,0,0,40,39,0
41055,51,4,21698,HS-grad,9,4,1,1,4,0,0,0,40,39,0
41056,45,6,328051,Masters,14,4,10,1,4,0,0,0,60,39,0
41057,32,4,356689,HS-grad,9,0,1,4,4,1,3887,0,40,39,0
41058,59,4,121865,HS-grad,9,0,8,1,2,0,0,0,40,39,0
41059,45,6,420986,Bachelors,13,2,10,0,4,1,0,0,40,39,1
41060,43,0,218558,HS-grad,9,2,0,0,4,1,0,0,40,39,0
41061,54,4,288992,10th,6,0,10,4,4,1,14344,0,68,39,1
41062,20,0,189740,Some-college,10,4,0,3,4,0,0,0,32,39,0
41063,29,2,188909,Bachelors,13,4,10,3,2,0,0,0,42,39,0
41064,28,4,213081,11th,7,4,8,1,2,0,0,0,40,23,0
41065,18,6,157131,11th,7,4,12,3,4,0,0,0,40,39,0
41066,49,4,98010,Bachelors,13,0,10,1,4,0,0,0,50,39,0
41067,46,4,207677,HS-grad,9,0,3,1,4,1,0,0,30,39,0
41068,58,0,361870,HS-grad,9,2,0,0,2,1,0,0,30,39,0
41069,56,4,266091,Bachelors,13,4,10,1,4,0,0,0,45,26,0
41070,41,4,106627,Assoc-acdm,12,0,4,4,2,0,0,0,50,39,0
41071,50,5,167793,Prof-school,15,2,10,0,4,1,0,2415,60,39,1
41072,74,6,206682,Some-college,10,2,10,0,4,1,0,1648,35,39,0
41073,30,4,243165,HS-grad,9,2,4,0,4,1,0,0,40,39,0
41074,62,4,201928,HS-grad,9,6,3,4,2,0,0,0,40,39,0
41075,19,4,128346,HS-grad,9,4,7,3,4,0,0,0,40,39,0
41076,29,4,197288,HS-grad,9,2,1,5,2,0,0,0,40,39,0
41077,20,0,169184,Some-college,10,4,0,2,2,0,0,0,40,39,0
41078,36,4,245521,7th-8th,4,2,5,0,4,1,0,0,35,26,0
41079,36,4,129591,HS-grad,9,4,8,1,4,1,0,0,40,39,0
41080,51,2,47415,Assoc-acdm,12,2,1,5,4,0,0,1628,30,39,0
41081,37,6,188563,Some-college,10,2,4,0,4,1,4386,0,50,39,1
41082,29,6,184710,HS-grad,9,2,3,0,4,1,0,0,40,39,0
41083,17,4,63734,10th,6,4,6,3,4,1,0,0,20,39,0
41084,18,4,111256,HS-grad,9,4,1,3,4,0,0,0,20,39,0
41085,40,5,111483,Bachelors,13,4,10,3,4,1,0,0,40,39,0
41086,26,5,266639,Bachelors,13,4,1,1,4,0,0,0,40,39,0
41087,42,6,93853,Some-college,10,2,3,0,4,1,0,0,45,39,0
41088,32,4,184207,HS-grad,9,0,3,1,4,1,0,0,40,39,0
41089,33,4,238002,9th,5,2,14,2,4,1,0,0,40,26,0
41090,28,0,30237,Some-college,10,4,0,4,4,0,0,0,40,39,0
41091,43,4,196545,Bachelors,13,2,7,0,4,1,0,1902,40,39,1
41092,47,4,144844,HS-grad,9,2,3,0,4,1,0,0,40,39,0
41093,37,4,280500,Some-college,10,4,13,3,2,0,0,0,40,39,0
41094,73,0,135601,Bachelors,13,2,0,0,4,1,0,0,10,39,0
41095,37,4,409189,HS-grad,9,2,8,0,4,1,0,0,30,26,0
41096,50,4,23686,Some-college,10,2,1,2,4,0,0,0,35,39,1
41097,19,4,229756,HS-grad,9,4,12,3,4,1,0,0,50,39,0
41098,32,2,95530,Some-college,10,2,8,0,4,1,0,0,40,39,0
41099,44,2,73199,Assoc-voc,11,0,13,4,1,1,0,0,40,39,0
41100,20,4,196745,Some-college,10,4,8,3,4,0,0,0,16,39,0
41101,29,4,79481,Some-college,10,4,13,1,4,0,0,0,40,39,0
41102,21,0,116934,Some-college,10,4,0,3,4,0,0,0,40,39,0
41103,34,4,100950,Assoc-voc,11,4,10,4,4,0,0,0,40,11,0
41104,44,2,56651,Bachelors,13,2,4,0,4,1,0,0,52,39,0
41105,18,4,186954,11th,7,4,8,3,4,0,0,0,20,39,0
41106,22,4,264874,Some-college,10,4,13,2,4,0,0,0,40,39,0
41107,39,7,183092,Doctorate,16,0,10,1,4,0,0,0,40,39,1
41108,26,2,273399,Some-college,10,4,11,1,4,1,0,0,40,29,0
41109,29,0,142443,Bachelors,13,2,0,0,4,1,0,0,25,39,0
41110,21,4,177526,Some-college,10,4,8,3,4,1,0,0,40,39,0
41111,49,2,31267,Bachelors,13,2,10,0,4,1,0,0,50,39,0
41112,24,4,321666,Assoc-acdm,12,4,7,3,4,1,0,0,20,39,0
41113,26,4,331861,Bachelors,13,4,4,1,4,1,0,0,60,0,0
41114,25,4,283515,Some-college,10,4,11,1,4,1,0,0,60,39,0
41115,30,4,54608,Assoc-acdm,12,2,10,0,4,1,0,0,40,39,0
41116,52,4,162238,Bachelors,13,2,10,0,4,1,0,0,38,39,1
41117,30,4,175931,HS-grad,9,2,3,0,4,1,0,0,40,39,0
41118,20,4,236804,HS-grad,9,4,1,1,4,1,0,0,40,39,0
41119,31,4,168782,HS-grad,9,0,6,1,4,1,0,0,40,39,0
41120,44,4,227065,Bachelors,13,2,4,0,4,1,0,0,40,39,1
41121,46,5,285335,Some-college,10,2,12,0,4,1,0,0,60,39,1
41122,31,4,259705,HS-grad,9,4,5,3,4,0,0,0,40,39,0
41123,57,4,24384,7th-8th,4,6,8,1,4,0,0,0,10,39,0
41124,58,4,322013,HS-grad,9,2,3,0,4,1,0,0,40,39,0
41125,41,4,49797,HS-grad,9,2,3,0,4,1,0,0,40,39,0
41126,23,4,52566,HS-grad,9,4,1,1,4,0,0,0,40,39,0
41127,47,4,266275,HS-grad,9,0,8,4,4,0,0,0,40,39,0
41128,72,6,285408,Prof-school,15,2,10,0,4,1,0,2246,28,39,1
41129,26,6,177858,Bachelors,13,0,4,1,4,1,0,1876,38,39,0
41130,45,1,183804,Some-college,10,4,1,3,4,1,0,0,40,39,0
41131,48,4,107231,Prof-school,15,2,4,0,4,1,99999,0,50,39,1
41132,23,4,173679,Some-college,10,4,6,1,4,1,0,0,40,39,0
41133,20,2,163965,HS-grad,9,4,8,4,2,0,0,0,40,39,0
41134,18,4,173585,11th,7,4,8,3,4,1,0,0,15,29,0
41135,27,4,172009,Bachelors,13,4,4,1,4,0,0,0,40,39,0
41136,25,4,44363,HS-grad,9,4,6,1,4,1,0,0,35,39,0
41137,45,4,246392,HS-grad,9,4,9,4,2,0,0,0,30,39,0
41138,53,4,167033,Some-college,10,4,4,1,2,0,0,0,40,39,0
41139,54,4,143822,Some-college,10,2,3,0,4,1,0,0,45,39,1
41140,41,4,37869,HS-grad,9,2,12,0,4,1,0,1902,40,39,1
41141,23,4,447488,9th,5,4,7,2,4,1,0,0,35,26,0
41142,17,4,239346,10th,6,4,8,3,4,1,0,0,18,39,0
41143,42,4,245975,HS-grad,9,2,3,0,4,1,0,0,40,39,0
41144,61,4,34632,12th,8,3,10,1,4,1,0,0,40,39,0
41145,57,4,121362,Some-college,10,6,1,4,4,0,0,2258,38,39,1
41146,21,7,24008,Some-college,10,4,3,3,4,1,0,0,35,39,0
41147,44,4,165492,Some-college,10,2,12,0,4,1,0,0,40,39,1
41148,48,4,326048,Assoc-acdm,12,0,8,1,4,1,0,0,44,39,0
41149,46,4,250821,Prof-school,15,0,5,4,4,1,0,0,48,39,0
41150,37,6,154641,HS-grad,9,4,5,1,4,1,0,0,86,39,0
41151,35,4,198202,HS-grad,9,4,4,1,4,0,0,0,54,39,0
41152,27,2,170504,Bachelors,13,4,14,1,4,0,0,0,40,39,0
41153,28,4,191342,Some-college,10,4,12,1,3,1,0,0,40,19,0
41154,19,4,238969,HS-grad,9,4,6,3,4,1,0,0,10,39,0
41155,63,6,344128,Bachelors,13,2,12,0,4,1,0,0,50,39,1
41156,69,0,148694,HS-grad,9,0,0,1,4,0,0,0,40,39,0
41157,69,0,180187,Assoc-acdm,12,6,0,1,4,0,0,0,6,22,0
41158,36,7,168894,Assoc-voc,11,3,11,3,4,0,0,0,40,11,0
41159,20,4,203263,12th,8,4,8,3,4,1,0,0,35,39,0
41160,28,7,89564,Bachelors,13,2,11,0,4,1,0,0,50,39,0
41161,58,4,97562,HS-grad,9,2,12,5,4,0,0,0,38,39,0
41162,48,4,336540,HS-grad,9,2,12,0,4,1,0,0,40,39,0
41163,39,4,139647,Some-college,10,0,4,4,4,0,0,0,56,39,0
41164,38,4,160192,HS-grad,9,2,3,0,4,1,0,2051,44,39,0
41165,50,2,320386,Assoc-acdm,12,0,10,1,4,0,0,0,40,39,0
41166,35,4,32126,Bachelors,13,4,10,1,4,0,0,0,40,39,0
41167,45,6,275445,Bachelors,13,0,4,4,4,1,0,0,50,39,0
41168,38,5,54953,Some-college,10,2,3,0,4,1,0,0,38,39,0
41169,54,4,103580,Assoc-acdm,12,0,4,4,4,0,0,0,55,39,1
41170,42,4,245565,Bachelors,13,4,10,3,4,0,0,0,12,9,0
41171,32,4,39223,10th,6,5,3,4,2,0,0,0,40,0,0
41172,55,7,117357,Doctorate,16,2,10,0,1,1,0,0,70,0,1
